customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,age_imputed,employment_type_imputed,gender_imputed,annual_income_NA,annual_income_imputed,annual_income_percentile,annual_income_winsorized,customer_num,customer_prefix,join_year,join_month,join_day,join_weekday,education_encoded,gender_encoded,income_group,high_credit_flag,income_quantile,income_kmeans,income_std,income_norm,income_minmax,income_maxabs,income_robust,income_log,income_reciprocal,income_sqrt,income_boxcox,income_yeojohnson,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
CUST_1001,58.0,Male,East,Post-Graduate,Salaried,792193.478934623,126423.9865107793,Business,708.39291943063,1,58,67.4593616292889,2022-07-08,0,58.0,Salaried,Male,1,241130.8801620512,792193.478934623,792193.478934623,1001.0,CUST,2022,7,8,4,3.0,1,Low,1.0,Q3,0.0,0.0001590200591686817,1.0,0.05216484396995845,0.0686588111622796,0.35155172163872006,13.582562194863446,1.262317888973564e-06,890.0525147060835,0.4861682782324535,0.4861683318810285,0.15958725976790927,4.833333333333333,8.515515896338822e-05
CUST_1002,48.0,Male,South,Post-Graduate,Salaried,988149.9229619774,50026.94041528054,Business,675.2273487120523,0,73,69.98104337928545,2018-10-19,0,48.0,Salaried,Male,0,988149.9229619774,988149.9229619774,988149.9229619774,1002.0,CUST,2018,10,19,4,3.0,1,Low,0.0,Q4,0.0,0.22698570024648693,1.0,0.06944901554683512,0.08564220833010239,0.7428163833208425,13.80359072109838,1.0119921853481324e-06,994.0573036611005,0.7967648742665427,0.7967650407114285,0.050626872757140555,6.083333333333333,7.082026902234553e-05
CUST_1003,34.0,Female,West,Secondary,Salaried,390455.7723978552,193131.38256088903,Other,689.4922852244871,1,44,51.5845415173921,2020-08-26,0,34.0,Salaried,Female,0,390455.7723978552,390455.7723978552,390455.7723978552,1003.0,CUST,2020,8,26,2,1.0,0,Low,0.0,Q2,0.0,-0.4648669234973576,1.0,0.016729911053370496,0.03384050722096232,-0.45059473806697825,12.875072544049514,2.5611095306216608e-06,624.8646032524607,-0.6589186304356908,-0.6589189091129564,0.4946306245388309,3.6666666666666665,0.00013211366091294164
CUST_1004,62.0,Male,South,Secondary,Salaried,1173082.490256681,59596.99847225044,Education,502.3536291740671,1,81,42.54967749478745,2022-01-27,0,62.0,Salaried,Male,0,1173082.490256681,1173082.490256681,1173082.490256681,1004.0,CUST,2022,1,27,3,1.0,1,Low,0.0,Q4,0.0,0.44105184390502256,1.0,0.0857608354471174,0.10167017441828384,1.1120697586600472,13.975146301792085,8.524549708116999e-07,1083.0893269978617,1.0240056132854303,1.0240058405715475,0.05080375759312717,6.75,3.627168408686628e-05
CUST_1005,27.0,Female,North,Graduate,Self-Employed,1382992.8230155832,114639.62198195596,Home,618.3347503917869,0,111,28.876985997764137,2023-01-17,0,27.0,Self-Employed,Female,0,1382992.8230155832,1382992.8230155832,1382992.8230155832,1005.0,CUST,2023,1,17,1,2.0,0,Low,0.0,Q4,0.0,0.6840306556151926,1.0,0.10427579791835757,0.11986294459519427,1.5311960381664695,14.139761144270748,7.230695513027268e-07,1176.0071526209283,1.2313035753352206,1.2313038332365713,0.08289242002800712,9.25,2.088006930837844e-05
CUST_1006,,Female,North,Graduate,Salaried,2896855.838281858,295500.4851186646,Education,759.3818245025666,0,59,80.0932399880759,2018-04-07,0,43.77204301075269,Salaried,Female,0,2896855.838281858,2896855.838281858,1862518.9859498884,1006.0,CUST,2018,4,7,5,2.0,0,Low,1.0,Q4,0.0,2.4363819177317776,1.0,0.23780479835325805,0.2510683100199508,4.553914190872648,14.879136858299438,3.4520185187732844e-07,1702.015228569315,2.0456547694724456,2.0456547782941366,0.10200731469361196,4.916666666666667,2.7648334766739093e-05
CUST_1007,,Female,North,Secondary,Salaried,2252848.5611408693,62948.16093176536,Car,642.3178075744518,4,26,61.70975395519269,2021-01-23,0,43.77204301075269,Salaried,Female,0,2252848.5611408693,2252848.5611408693,1862518.9859498884,1007.0,CUST,2021,1,23,5,1.0,0,Low,0.0,Q4,0.0,1.690920172824971,1.0,0.18100068389755702,0.1952526851705495,3.2680300207342117,14.627706444500063,4.438824771644434e-07,1500.9492200407278,1.7887858856349443,1.7887860515794718,0.027941585607338046,2.1666666666666665,2.739187845083924e-05
CUST_1008,38.0,Male,North,Post-Graduate,Self-Employed,275825.2951902528,415691.11284295726,Education,548.2164212300812,2,50,47.76993666828707,2018-03-15,1,38.0,Self-Employed,Male,0,275825.2951902528,275825.2951902528,275825.2951902528,1008.0,CUST,2018,3,15,3,3.0,1,Low,0.0,Q1,0.0,-0.5975558520107719,1.0,0.006619027250442975,0.023905570242405985,-0.6794764934270207,12.527526581313133,3.6254832946847275e-06,525.1907226810588,-1.3171860394500137,-1.3171860940506455,1.5070811853610455,4.166666666666667,0.00017318910737902218
CUST_1009,42.0,Female,South,Secondary,Self-Employed,312833.1581573379,50765.44743927921,Business,641.071813532568,1,51,90.23965207040196,2021-09-21,0,42.0,Self-Employed,Female,0,312833.1581573379,312833.1581573379,312833.1581573379,1009.0,CUST,2021,9,21,1,1.0,0,Low,0.0,Q1,0.0,-0.5547179104502519,1.0,0.009883274345717619,0.027113013805806378,-0.6055831899673314,12.65342848296153,3.1965920935564283e-06,559.314900710984,-1.0707388317669622,-1.070739029237695,0.16227642791025434,4.25,0.00028845935833352987
CUST_1010,30.0,Male,West,Secondary,Salaried,301808.2501337859,106691.2346182991,Home,588.31860653078,1,10,14.0662990630983,2020-12-27,0,30.0,Salaried,Male,0,301808.2501337859,301808.2501337859,301808.2501337859,1010.0,CUST,2020,12,27,6,1.0,1,Low,0.0,Q1,0.0,-0.5674796407355991,1.0,0.0089108317049859,0.02615749334496069,-0.6275965354805284,12.617550474726194,3.3133620420369066e-06,549.3707765560395,-1.1400203825574518,-1.1400205479170376,0.35350668700232624,0.8333333333333334,4.660674138760921e-05
CUST_1011,30.0,Female,West,Graduate,Salaried,1322109.5570920664,320111.36926222086,Education,650.0976876846929,0,72,82.26461534242904,2020-01-28,0,30.0,Salaried,Female,0,1322109.5570920664,1322109.5570920664,1322109.5570920664,1011.0,CUST,2020,1,28,1,2.0,0,Low,0.0,Q4,0.0,0.6135560705259409,1.0,0.09890564120008309,0.11458623786995428,1.4096309089261054,14.09473992455977,7.563669702168263e-07,1149.8302296826546,1.1756243771915993,1.1756246296266069,0.24212166650082567,6.0,6.222223786260569e-05
CUST_1012,,Female,East,Graduate,Salaried,731081.1942673516,126038.47902394994,Home,651.6436303110172,0,38,94.79452040040763,2023-04-26,0,43.77204301075269,Salaried,Female,0,731081.1942673516,731081.1942673516,731081.1942673516,1012.0,CUST,2023,4,26,2,2.0,0,Low,0.0,Q3,0.0,-0.07058066251949892,1.0,0.046774486848063554,0.06336225555529773,0.22952931250772154,13.502281173269127,1.3678371264746665e-06,855.0328615131418,0.36814518136362384,0.3681451875958599,0.17240011097335722,3.1666666666666665,0.00012966346439003773
CUST_1013,55.0,Male,South,Graduate,Self-Employed,282498.8131251519,71493.0765487587,Home,693.4637331265833,3,82,85.39007942504372,2018-07-27,1,55.0,Self-Employed,Male,0,282498.8131251519,282498.8131251519,282498.8131251519,1013.0,CUST,2018,7,27,4,2.0,1,Low,0.0,Q1,0.0,-0.5898310133311498,1.0,0.0072076592272105194,0.024483959007100854,-0.6661515336381842,12.551433168064527,3.539837880740349e-06,531.506174117622,-1.2696695423724234,-1.2696696309152826,0.2530739005779655,6.833333333333333,0.00030226703778819683
CUST_1014,59.0,Female,North,Primary,Unemployed,490198.097444936,139330.5335129616,Car,552.566109858791,0,19,78.88710977732815,2021-05-29,0,59.0,Unemployed,Female,0,490198.097444936,490198.097444936,490198.097444936,1014.0,CUST,2021,5,29,5,0.0,0,Low,0.0,Q2,0.0,-0.349411570258576,1.0,0.025527598050332397,0.04248509928388106,-0.25144003683405225,13.102566908876852,2.039991597666146e-06,700.1414838766062,-0.2638267276909811,-0.26382694996568584,0.28423311766478304,1.5833333333333333,0.00016092904110991628
CUST_1015,43.0,Female,South,Post-Graduate,Self-Employed,677643.1677739809,113049.9276977512,Car,614.1026745067921,2,40,41.8160094395376,2021-07-09,0,43.0,Self-Employed,Female,0,677643.1677739809,677643.1677739809,677643.1677739809,1015.0,CUST,2021,7,9,4,3.0,0,Low,0.0,Q3,0.0,-0.13243711335181346,1.0,0.04206103114505964,0.05873082211453341,0.1228300331823103,13.426377602860946,1.47570291790912e-06,823.1908452928645,0.25390631850869966,0.25390627838987095,0.16682810817298652,3.3333333333333335,6.170800714524095e-05
CUST_1016,22.0,Male,East,Secondary,Salaried,243577.01266682867,419935.2274274058,Business,737.2347473119287,1,20,29.66170549229495,2019-02-14,0,22.0,Salaried,Male,0,243577.01266682867,243577.01266682867,243577.01266682867,1016.0,CUST,2019,2,14,3,1.0,1,Low,1.0,Q1,0.0,-0.634884406847733,1.0,0.0037745949024225733,0.021110635925272656,-0.743866380751143,12.403192550755813,4.105477725547003e-06,493.53521927703264,-1.5698953560030986,-1.5698951726547137,1.7240347223757295,1.6666666666666667,0.00012177547120035211
CUST_1017,41.0,Male,East,Secondary,Self-Employed,1270302.7201711363,125185.50905876796,Other,541.6575956451615,2,74,72.4622942424661,2020-02-10,0,41.0,Self-Employed,Male,0,1270302.7201711363,1270302.7201711363,1270302.7201711363,1017.0,CUST,2020,2,10,0,1.0,1,Low,0.0,Q4,0.0,0.5535877806944518,1.0,0.09433606318675873,0.11009617839880997,1.3061886127500277,14.054766579584085,7.872139326422972e-07,1127.0770693129803,1.1255523084150705,1.1255525541336202,0.09854777689598064,6.166666666666667,5.704332761889503e-05
CUST_1018,21.0,Male,South,Post-Graduate,Salaried,1013809.942226804,361115.43154627015,Home,569.7510387168018,1,60,35.88890613452831,2023-01-18,0,21.0,Salaried,Male,0,1013809.942226804,1013809.942226804,1013809.942226804,1018.0,CUST,2023,1,18,2,3.0,1,Low,0.0,Q4,0.0,0.2566881017789966,1.0,0.07171233573434226,0.08786614284101696,0.7940515381851939,13.829226998241685,9.863781743880567e-07,1006.8812950029433,0.8314719128418265,0.8314720900710738,0.35619638011196525,5.0,3.540003371376037e-05
CUST_1019,43.0,Male,South,Post-Graduate,Salaried,551807.664040918,494888.1815408057,Other,647.3821919059505,2,68,24.96337298317251,2018-03-15,0,43.0,Salaried,Male,0,551807.664040918,551807.664040918,551807.664040918,1019.0,CUST,2018,3,15,3,3.0,1,Low,0.0,Q2,0.0,-0.2780962658392158,1.0,0.030961817502045415,0.04782475394045835,-0.1284247088604845,13.220956642057276,1.8122256451801024e-06,742.8375758137965,-0.06866534716441479,-0.06866550994123953,0.8968490540847942,5.666666666666667,4.523926471030134e-05
CUST_1020,63.0,Male,South,Post-Graduate,Salaried,1907545.961525044,163767.73450865928,Business,672.9383871267033,1,56,76.85470040380525,2022-07-19,0,63.0,Salaried,Male,0,1907545.961525044,1907545.961525044,1862518.9859498884,1020.0,CUST,2022,7,19,1,3.0,1,Low,0.0,Q4,0.0,1.2912199092297876,1.0,0.15054356161548327,0.16532556936955747,2.5785670868294535,14.461328661247942,5.242337643048339e-07,1381.1393707823422,1.6078131507768099,1.6078133798045042,0.0858525759331491,4.666666666666667,4.0289828897207064e-05
